Statement,Label
Fact Check: Image of police brutality in Pakistan passed off as Kashmir,0
Fact Check: Photo of boy sleeping between 2 graves goes viral again,0
Fact Check: Are the bus drivers in Japan on strike?,0
Fact Check: Video of self-immolation passed off as RSS men setting Christian couple on fire,0
Fact Check: Here is the true story behind this unique 'breastfeeding' photo going viral,0
Is there any miracle behind Cauvery water flowing through this village in Tamil Nadu?,0
Fact Check: Viral video of teargas shelling is not from Kashmir but Jakarta,0
Fact Check: Clip from video game goes viral as Israelâ€™s anti-missile defence system,0
Fact Check: Karti Chidambaram posts unrelated image from Scotland with plogging pics of PM Modi,0
Fact Check: 2-year-old incident of mob lynching in Gujarat passed off as recent one,0
Fact Check: Viral picture showing books on PM Modi and Hitler is photoshopped,0
Fact Check: All that glitters is not Diwali,0
Fact Check: Donâ€™t get dazzled by these mesmerising â€˜fireworks in Mumbaiâ€™,0
Fact Check: Old image of Devendra Fadnavis feasting goes viral amid PMC bank crisis,0
Fact Check: Is this fingerprint-shaped building for real?,0
Fact Check: Is this a photo of Mahatma Gandhi's assassination?,0
"Fact Check: After plogging pics, PM Modi targeted with old images of Banaras ghats",0
Fact Check: Dancing video of old woman passed off as PM Modi's mother Hira Ben,0
Fact Check: Viral video of raging fire is not from Mumbai,0
Fact Check: Viral videos of leopards attacking dogs in residential apartments are not from Mumbai,0
Fact Check: Viral image of PM Narendra Modi wearing keffiyeh is photoshopped,0
Fact Check: Viral image of glittering bridge over a sea is not from Mumbai,0
Fact Check: Viral video of lost child is not from India but Pakistan,0
Fact Check: Did Rahul Gandhi share altered video to target BJP MLA?,0
Fact Check: Truth behind lawyer Rajeev Dhavan's number shared on social media,0
Fact Check: Are sea turtles making beeline for Mumbai beach after cleanup?,0
Fact Check: Is Shivraj Singh Chouhan faking his hand fracture?,0
Fact Check: Truth behind viral post of the largest snake killed in Amazon,0
Fact Check: Swara Bhaskarâ€™s placard seeking justice for Kamlesh Tiwari is photoshopped,0
"Fact Check: No, this man did not burn the Indian national flag for Hindutva",0
Fact Check: Video showing rocket launches by Indian Army has nothing to do with PoK,0
Fact Check: No this is not the funeral picture of Indira Gandhi,0
Fact Check: This hillside sculpture has nothing to do with drunk driving,0
"Fact Check: Rumours take venomous wings, turns butterfly into dreaded killer",0
Fact Check: Photo showing Syrian child protecting his sister fudged as kids from Kashmir,0
Fact Check: Misleading comparison between Statue of Unity and Taj Mahal goes viral,0
Fact Check: Viral photo of cyclist on temple wall is not from India,0
Fact Check: This claim about Kolkata is just hot air,0
Fact Check: Donâ€™t believe this sweet story about apples in Norway,0
Fact Check: Afghan and Turkish mosques passed off as Babri Masjid,0
"Fact Check: No new university, airport or metro in Gujarat in last 2 decades of BJP rule?",0
Fact Check: Hoax about Titanic singer Celine Dionâ€™s death goes viral,0
"Fact Check: No, Coca-Cola didn't sell 25 bottles in its first year",0
Fact Check: Morphed image of soccer stars goes viral with â€˜Pray for Gazaâ€™ message,0
Fact Check: Rawalpindi school with high-tech attendance system passed off as Delhi's,0
Fact Check: Four-year-old incident of nude protest goes viral as atrocity on Christian couple,0
Fact Check: Viral photo of bling funeral is not of Kuwait's richest man,0
Fact Check: This soldier in the photo is not the son of Israelâ€™s Prime Minister,0
"Fact Check: Are these the original idols of Lord Ram, Lakshman and Sita from Ayodhya?",0
Fact Check: Photo of Dalit activist goes viral with misleading claim,0
Fact Check: Old photo goes viral as protest against hike in JNU hostel fees,0
Fact Check: No Pakistan flag painted on rooftop of Kartarpur gurudwara,0
Fact Check: Viral image of Manoj Tiwari bursting firecrackers is 5 years old,0
Fact Check: Modi's old tweet about a friend's death goes viral linking it with Maharashtra,0
"Fact Check: Food in Parliament dirt cheap? No, these are old rates",0
Fact Check: This is a big lie about a little bird,0
Fact Check: Were passengers admitted in ICU after having bad food in Tejas train?,0
Fact Check: Viral video of beggar pretending to be disabled is not from India but Pakistan,0
Fact Check: Don't believe this viral story about milk offering at Tirupati temple,0
"Fact Check: No, a cameraman didnâ€™t cry after footballer Andre Gomes broke his ankle",0
Fact Check: Viral map of India shows wrong bifurcation of J&K,0
Fact Check: Video of this grieving woman has no relation to anti-CAA protests,0
Fact Check: Has Saamana changed masthead to green with 'secular' tagline?,0
Fact Check: Is this Amit Shah touching the feet of Swami Nithyananda?,0
"Fact Check: No, Akshay Kumar never said this about Nathuram Godse",0
Fact Check: Are policemen protesting against CAA too?,0
Fact Check: This little girl was not injured in stone pelting on trains in India,0
Fact Check: Video showing sea of saffron flags has no link with CAA and NRC,0
"Fact Check: No, this is not ABVP man in the garb of Delhi police",0
Fact Check: Video of Brazilian man beating up daughters passed off as from Rajasthan,0
Fact Check: Is this the school bus anti-CAA protesters targeted in Delhiâ€™s Seelampur?,0
Fact Check: Photo of Eid procession in Bangladesh passed off as CAB protest in Mumbai,0
Fact Check: Old video of pro-Khalistan rally passed off as anti-NRC stir in Punjab,0
Fact Check: Video of little girl crying goes viral with misleading claim,0
Fact Check: The truth behind police distributing â€˜tasbihâ€™ to Muslims in Maharashtra,0
Fact Check: 2-year-old picture of Syria airstrikes passed off as Indian Army's attack in PoK,0
Fact Check: PM Modi's image photoshopped along with starving woman from Africa,0
Fact Check: Fake names of Hyderabad rape accused go viral with communal twist,0
Fact Check: Nepali Tiktok stars photo passed off as Finnish ministers,0
Fact Check: Are Muslims wearing turbans in protests to show that Sikhs are against CAA?,0
Fact Check: Anti-CAA protests in Hyderabad passed off as police crackdown post NRC in Assam,0
Fact Check: Is this Rahul Gandhi lying on the ground after a trip-and-fall?,0
Fact Check: This viral video has nothing to do with Hyderabad vetâ€™s last rites,0
All you wanted to know about these 'sheros' of Jamia,0
Fact Check: Did former European Commission prez say Indian voters are foolish?,0
"Fact check: No, lawyers are not exempted at Toll plazas on the national highways",0
"Fact Check: No, Bangla has not been declared the second language of London",0
Fact Check: Did police thrash accused in rape and murder of Telangana vet in public?,0
Fact check: Pic of woman breastfeeding baby across fence is not from detention camp in India,0
"Fact check: No, Nirmala Sitharaman never said onion price rise doesnâ€™t matter to her",0
Fact Check- Incident of a man kidnapped and raped by three women is not from Telangana,0
Picture showing Muslim nation poster in Priyanka Gandhi protest is fake,0
Fact Check: RPF constableâ€™s death in accident linked to anti-CAA violence,0
Fact Check: Girl in viral pic with Rahul Gandhi is not the face of Jamia protests,0
Fact Check: Did this man track down and brutally torture his three-year-old daughter's rapist?,0
Fact Check: This is not Saryu Roy dancing after defeating Jharkhand CM Raghubar Das,0
Fact Check: Are Mamata supporters thrashing this man for favouring NRC in Bengal ?,0
Fact Check: Photoshopped image of 'floating rock' flies around Internet,0
Fact Check: Mainstream media fall for crazy satire story on viagra-filled river,0
Fact Check: Viral video of police atrocity is not related to NRC,0
Fact Check: How a US warship pushed Navy Day into a whirlpool of controversies,0
Fact Check: Eight-year-old photo passed off as police atrocities on Jamia students,0
Fact Check: Old image of Egyptian child kidnapper passed off as Jamia protester,0
Fact Check: Soleimaniâ€™s funeral procession passed off as anti-NRC protest in Delhi,0
Fact Check: Is Indira Gandhi posing with her husband and father-in-law in this photo?,0
Fact Check: Co-workers prank goes viral with deadly claim,0
Fact Check: Imposter Twitter accounts of Aajtak peddling fake news,0
Fact Check: Fake AAP candidates list goes viral with communal spin,0
"Fact Check: Old, tampered video of Arvind Kejriwal asking to vote for Congress goes viral",0
Fact Check: Man attacked with ink and slippers has no relation to either BJP or CAA,0
Fact Check: This viral advisory on coronavirus has not been issued by the health ministry,0
Fact Check: Video of a man posing as a Muslim woman in burqa is not from Shaheen Bagh,0
Fact Check: Old video passed off as man in Shaheen Bagh spitting on food for distribution,0
Fact Check: Are these 69 siblings from one mother? It's half true,0
Fact Check: Is this the video of US drone strike that killed Iranian general Soleimani?,0
Fact Check: Gory video from Dhaka shared as cops thrashing NRC protesters in Assam,0
Fact Check: Images of fake notes from Telangana go viral linking them to RSS and Gujarat,0
"Fact Check: No, Akbaruddin Owaisi is not pleading for help because of Amit Shah",0
Fact Check: News about four-day working week in Finland is too good to be true,0
Fact Check: Video of atrocities on women in Jodhpur passed off as plight of Hindus in Pakistan,0
Fact Check: These images of US soldiers' coffins don't show Iran's revenge,0
Fact Check: False claim saying Modi pays tribute to Godse resurfaces,0
"Fact Check: Aishe Ghosh's hand injury is not shifting, the photo is morphed.",0
Fact Check: Did Indira Gandhi enter JNU with police and force Sitaram Yechury to apologise?,0
Fact Check: This is not the first time JNU will celebrate Republic Day,0
Fact Check: Will Tata Group not hire from JNU anymore?,0
Fact Check: Now Laxmi faces the 'Chhapaak' of fake news,0
Fact Check: Did Balotelli make a snide remark about Messi?,0
Fact Check: This video has nothing to do with anti-CAA stir in Uttar Pradesh,0
"Fact Check: Tarek Fatah loads up on fake again, drops a film clip to mislead on polio",0
Fact Check: Did Rahul Gandhi salute the Tricolour with his left hand?,0
Fact Check: Republican Congressman targets Obama on Iran with morphed image,0
Fact check: Nasimuddin Siddiqui targetted for a radical Muslim comment that he didn't make,0
Fact Check: Did this SFI worker fake injuries after violence at JNU?,0
Fact Check: This European kid was not beaten up by a Muslim immigrant for having blue eyes,0
Fact Check: This viral video is not of Kobe Bryantâ€™s chopper crash,0
"Fact Check: Irfan Pathan was meeting fans in Kolkata, not protesters at Shaheen Bagh",0
Fact Check: Anti-encroachment drive in Jaipur passed off as police action after NRC,0
Fact Check: Hilarious video of woman slapping girl goes viral linking it to CAA,0
Fact Check: TikTok star hurt in road mishap passed off as NRC protester injured at JNU,0
"Fact Check: No, this picture is not about brutality of Delhi Police",0
Fact Check: Viral video of eviction drive in Odisha passed off as Yogi's Uttar Pradesh,0
Fact Check: Old photo of Rahul Gandhi and Arvind Kejriwal goes viral with misleading claim,0
"Fact check: No, these dogs were not killed in Gujarat for Donald Trump's visit",0
Fact Check: Porn pics used to cook up a story about rape by Indian soldiers,0
Fact Check: Amanatullah Khan's tweet doctored to give it communal twist,0
Fact Check: Fake news about DCPâ€™s death in Delhi violence goes viral,0
Fact Check: Did a woman throw dirty water at Arvind Kejriwal?,0
Fact Check: This is not the bike accident video of Tamil actor Ajith Kumar,0
"Fact Check: Before US presidentâ€™s visit, a sensational Trump lookalike video goes viral",0
"Fact Check: This is turban tying competition from Bathinda, not Shaheen Bagh protest",0
Fact Check: Old pic of sick chicken passed off as coronavirus infected in Bengaluru,0
Fact Check: Bloated casualty figures linked to coronavirus leave netizens in panic,0
"Fact Check: Old, unrelated video of bats streaming out from a roof linked to coronavirus outbreak",0
"Fact Check: No, China has not sought permission to kill 20,000 coronavirus patients",0
Fact Check: This is not Netaji Subhash Chandra Boseâ€™s wife Emilie Schenkl,0
Fact Check: This story about woman falling from Eiffel Tower is too good to be true,0
Fact Check: Picture of honour killing victim passed off as Pulwama martyr,0
Fact Check: Delhiâ€™s infamous Shahrukh has nothing to do with this budding actor,0
Fact Check: Tarek Fatah passes off old video with communal slogans as recent one from Delhi,0
"Fact Check: Ahead of Delhi polls, old video of Dilip Ghosh being heckled goes viral with misleading claim",0
"Fact Check: No, India has not developed any treatment for coronavirus",0
Fact Check: Did Manoj Tiwari break into tears on TV after knowing Delhi exit poll results?,0
"Fact Check: Before Trumpâ€™s visit, slum image from Mumbai passed off as Gujarat on social media",0
Fact Check: BR Ambedkar's great-grandson mistakes cattle breed for caste,0
Fact Check: Old picture of Kejriwal-Imran Khan meet linked to Delhi election,0
"Fact Check: No, this is not a fingerprint shaped village in Germany",0
Fact Check: This video of a Sikh procession has nothing to do with Shaheen Bagh,0
"Fact Check: Taj Mahal being hosed down to welcome Donald Trump? No, this is not Agra",0
Fact Check: Popular story about this historic pic of Gandhi is far from truth,0
Fact Check: Is this baby Dalai Lama with Mahatma Gandhi?,0
Fact Check: Do not believe this hoax about the death of Kobe Bryantâ€™s wife,0
Fact Check: This viral video of police lathi-charge is not from Delhi,0
Fact Check: Taliban suicide bomber passed off as Delhi riot accused,0
Fact Check: Old image from Kashmir linked to Delhi violence,0
Fact Check: Delhi govt advert for riot victims morphed with communal twist,0
"Fact Check: No, this US hospital didn't say alcohol can keep Covid-19 at bay",0
Fact Check: False message of Assam lockdown goes viral amid Covid-19 scare,0
Fact Check: No Delhi doctor died due to coronavirus,0
"Fact Check: No, Air India is not evacuating Indians stranded in UK",0
Fact check: Panic buying in Germany? This video is 9 years old,0
"Fact Check: No, Dr Trehan did not say Indian govt will declare national emergency",0
"Fact check: No, Jio has not offered Rs 498 free recharge amid coronavirus lockdown",0
Fact Check: Holding breath for 10 seconds is not a coronavirus test,0
Fact Check: Do not trust this viral remedy of using hairdryer to cure coronavirus,0
Fact Check: Take this novel coronavirus vaccine claim with a pinch of salt,0
Fact Check: Are coronavirus tests most expensive in India?,0
Fact Check: Don't believe this home remedy to cure Covid-19,0
"Fact Check: No, this is not the PM of Italy crying over Covid-19 deaths",0
"Fact Check: Actor Tom Hanks is taken ill by COVID-19, but this is a hoax",0
"Fact Check: No, China is not supplying Quran as antidote to coronavirus",0
Fact Check: Dubious websites offer free masks on behalf of PM Modi to fight coronavirus,0
Fact Check: Viral picture of woman hugging crying kids is not from India,0
Fact Check: This post on biryani is too sour to consume,0
Fact Check: Image of injured Syrian child passed off as victim of Delhi violence,0
"Fact Check: No, this is not the son of IB operative Ankit Sharma killed in Delhi riots",0
Fact Check: This viral audio clip on coronavirus is not Dr Devi Shetty's,0
Fact Check: Social media raps a flawed tune. Eminem is not down with coronavirus,0
Fact Check: Truth behind video of people rioting on London streets fearing coronavirus lockdown,0
Fact Check: Has the Covid-19 lockdown returned dolphins and swans to Italian waterways?,0
Fact Check: Love in the time of Corona? Know the truth behind this viral image,0
Fact Check: World is not going to end on April 29,0
Fact Check: This viral sign taking a dig at Islam is not a real billboard,0
Fact Check: Police did not fix timings for grocery and medical stores in Mumbai,0
"Fact Check: No, clapping together at 5 pm during Janta curfew will not kill coronavirus",0
Fact Check: Old pictures of Kanika Kapoor with Prince Charles go viral after coronavirus hits royal family,0
Fact check: Audio clip stating 59 positive coronavirus cases in Nagpur is fake,0
Fact Check: Do you risk burning your hands after applying sanitisers?,0
Fact Check: Image of Covid-19 testing kit passed off as vaccine on social media,0
Fact Check: Social media users give misleading twist to PM Modi's concept of 'Janta curfew',0
Fact Check: Social Media users fall for post by BJP's parody account ridiculing Jyotiraditya Scindia,0
Fact Check: Old video of smuggled currency notes falsely linked to Delhi violence,0
Fact Check: Bogus info about govt spraying chemicals to kill coronavirus goes viral,0
Fact Check: This is not filmmaker Sudhir Mishra getting beaten up by police,0
Fact Check: Can UV rays from sunlight kill coronavirus?,0
Fact Check: Netizens blame Yogi govt in UP for shocking old incident,0
Fact Check: WHO never asked people to avoid bakery items due to coronavirus,0
"Fact Check: No, gargling with warm salt water can't save you from coronavirus",0
"Fact Check: No, Olympics did not redesign its logo on social distancing theme",0
Fact Check: Disgusting video of woman mixing urine in food goes viral with communal spin,0
Fact Check: Women's Day picture from Maharashtra goes viral with misleading claim,0
Fact Check: Did a policeman get beaten up while enforcing corona lockdown?,0
"Fact Check: No, this COVID-19 patient is not the wife of Canadian PM Justin Trudeau",0
Fact Check: Know the truth behind viral video of passenger agitation at Delhi airport,0
Fact Check: Baseless rumours about slashing pension create panic,0
Fact Check: Can this anti-tuberculosis vaccine prevent coronavirus?,0
Fact Check: Viral post on BJP MP's wife taking flight during lockdown is misleading,0
Fact Check: Popular bakery in Mumbai finds itself in the middle of coronavirus rumours,0
Fact Check: Worried over getting coronavirus from your pet? Here is the truth,0
Fact Check: Has MHA ordered arrest of firm owner if employee tests Covid positive?,0
Fact Check: Hindu woman who organised sehri for Kashmiri girl was not attacked by RSS,0
Fact Check: Relief materials being sold at grocery shop? Video is from Pakistan,0
Fact Check: Truth of corona conspiracy theory behind arrest of Harvard professor,0
Fact Check: This woman was not a doctor who died of coronavirus,0
Fact Check: Image of Bangladeshi immigrants in Malaysia viral as plight of 'Hindus' in India,0
Fact Check: Old video of man being thrashed falsely linked to corona lockdown,0
Fact Check: First volunteer of UK corona vaccine trial is alive and kicking,0
Fact Check: Video of man killed in celebratory firing goes viral with wrong claim,0
Fact Check: Viral post about death of woman doctor due to Covid-19 with communal angle is misleading,0
Fact Check: Do not believe this emotional viral story with father-child photograph,0
Fact check- Fictitious Facebook post with unrelated picture looks for shares with emotional Covid-19 story,0
Fact Check: Do not believe this hoax about funeral home worker cremated alive while taking a nap,0
"Fact Check: Ozone layer is healing, but it has nothing to do with lockdown",0
Fact Check: Viral lockdown phases to control Covid-19 have not been endorsed by WHO,0
Fact Check: Netas push dubious website on social media urging donations for PM CARES,0
Fact Check: Video of man putting his spit on bread packets is old and not from India,0
Fact Check: Viral post appealing for Facebook shares for â€˜Covid-19 patientâ€™ is fictitious,0
"Fact Check: Fake sanitisers seized in Bangladesh, pics viral in India with communal spin",0
Fact Check: Viral video of Pope kissing feet of people has no relation to coronavirus,0
Fact Check: Has Delhi govt asked docs on corona duty to foot their own hotel bills?,0
Fact Check: False warnings about robbers handing out anesthesia-laden masks go viral,0
Fact Check: Rahul and Priyanka Gandhi's old video shared with coronavirus twist,0
Fact Check: This viral video of Rishi Kapoor was not shot the night before he passed away,0
Fact Check: Fake quote about coronavirus impact on economy attributed to Ratan Tata,0
"Fact Check: No, Disaster Management Act does not restrict citizens to post updates on Covid-19",0
Fact Check: Video of prayers shared as people sneezing to spread coronavirus at Nizamuddin,0
Fact Check: Still from TV series goes viral as docs dying of coronavirus in Italy,0
Fact Check: Truth behind 'lockdown violators' cleaning lake in Karnataka,0
Fact Check: Yediyurappa did not attend Kumaraswamy Juniorâ€™s wedding amid lockdown,0
Fact Check: Viral post about this doctor's death due to coronavirus is fake,0
Fact Check: CCTV clip of car mowing down mother & child goes viral with communal twist,0
Fact Check: Photo of Muslims offering namaaz in groups is not from India,0
Fact Check: Misleading claim about Covid-19 patient goes viral,0
Fact Check: Did Brazilians observe PM Modi's 'lights out' call?,0
Fact Check: False claim about Maulana Saad donating Rs 1 crore to PM CARES goes viral,0
"Fact Check: Pakistan news channel Dawn falls for fake handle, telecasts Boris Johnson's death",0
Fact Check: This India Today screenshot about extension of lockdown is doctored,0
"Fact Check: No, this woman was not raped inside a corona isolation ward",0
"Fact Check: UP priest injured in mutt faction feud, pics go viral with communal tone",0
"Fact Check: No, China has not killed 75 Indian soldiers in Ladakh",0
Fact Check: Has Google Maps removed LoC from Indian map?,0
"Fact Check: This website of a 'government' scheme for Rs 50,000 aid is fake",0
Fact Check: Were fake notes seized from a temple in Gujarat during lockdown?,0
Fact Check: One-year-old videoclip of cyclone Fani passed off as cyclone Amphan on social media,0
Fact Check: VideoAmanpreet Kaur of passengers arguing over social distancing is not from Air India flight,0
Fact Check: Old video of drunken cop linked to liquor shops opening after lockdown relaxation,0
Fact Check: Thereâ€™s a lionâ€™s share of fiction in this viral video,0
Fact Check: Why you should never leave a hand sanitiser bottle in your car,0
Fact Check: Pics of pre-wedding shoot go viral as corona patient in love with doctor,0
Fact Check: Viral video of attack on Nitish Kumarâ€™s convoy is two years old,0
Fact Check: Old videos of supermarket thefts go viral linking them to Ramadan,0
"Fact Check: The corpse wears Prada? No, this is a spoof",0
Fact Check: Old video of street brawl linked to Eid celebrations,0
Fact Check: Dr Devi Shetty never advised these 22 steps to avoid coronavirus,0
Fact Check: Misleading TikTok video on Covid-19 falsely attributed to Ganga Ram hospital,0
Fact Check: Video of Muslims offering namaaz goes viral with wrong claim,0
Fact Check: Video of police torture goes viral with misleading claim,0
Fact check: Clickbait Facebook post on Covid-19 urging for shares gone viral,0
Fact Check: Heart-stopping video of landslide goes viral with wrong claim,0
Fact Check: Video of this playful deer by the sea is not from lockdown in India,0
Fact Check: Images of anti-Hindu violence in Pakistan passed off as riots in Bengal,0
Fact Check: Old video of overcrowded train in Bangladesh passed off as Shramik Special,0
Fact Check: Old images of US forest fires passed off as crisis in Uttarakhand,0
Fact Check: Six-year-old picture goes viral as plight of migrants during lockdown,0
Fact Check: Why were these bank employees being transferred to an ambulance?,0
Fact Check: Do not click on this dubious web link to claim GST refund,0
Fact Check: Jack Ma never said 2020 is the year of just staying alive,0
Fact Check: Viral post claims Sadhguru event spread coronavirus in Tamil Nadu,0
Fact Check: Did Justin Trudeau speak against Islamophobia in this year's Eid message?,0
Fact Check: Old pic of KCRâ€™s Ramadan gift for Muslims goes viral with misleading claim,0
"Fact Check: Social distancing flouted in Hyderabad for Eid shopping? No, this video is from Pakistan",0
Fact Check: Can prolonged use of masks cause oxygen deficiency and fatigue?,0
Fact Check: PM Modiâ€™s Madame Tussauds prep video linked to Tuesday speech,0
"Fact Check: Blood clot the main reason for Covid-19 death, claims conspiracy theory",0
Fact Check: Is it illegal to circulate PDFs of e-paper?,0
Fact Check: Viral claim of China killing 158 Indian jawans is a three-year-old fake,0
Fact Check: Kumbh Mela buses passed off as migrant buses arranged by Priyanka Gandhi,0
Fact Check: Viral video of mob vandalising vehicles is not from Kanpur,0
Fact Check: Video of woman being thrashed brutally goes viral with communal twist,0
Fact Check: Jyotiraditya Scindia to stay in BJP... at least for now,0
"Fact Check: No, â€œChowkidar Chor Haiâ€ slogans were not raised during PMâ€™s Bengal visit",0
Fact Check: Did Rahul Gandhi stage his meeting with migrants at Delhiâ€™s Sukhdev Vihar?,0
Fact Check: Video of mob damaging buildings and vehicles goes viral with wrong claim,0
Fact Check: Video showing plight of Hindus is from Haryana and not Rajasthan,0
Fact Check: Donâ€™t believe this story about an 8-year-old boy suffering from Covid-19,0
"Fact Check: No, this video does not show Muslim brutalities on Hindus in Bengal",0
"Fact Check: No, White House is not selling commemorative coronavirus coins",0
Fact Check: Has WHO said vegetarians are safe from coronavirus?,0
Fact Check: What did WHO say about asymptomatic transmission of Covid-19?,0
Fact Check: Covid-19 rumours about Hyderabad hospital circulate on social media,0
"Fact Check: No, Delhi Public School is not selling masks to students",0
Fact Check: Is Bank of China opening its first branch in India amid border tensions?,0
Fact Check: Truth behind farewell video of British Airways staff,0
Fact Check: Three-year-old photo goes viral linking it to present migrant crisis,0
Fact Check: This picture of couple kissing was not taken during George Floyd protests,0
Fact Check: Did a US city deploy child soldiers to quell protests over George Floyd's death?,0
Fact Check: WHO did not say that Covid-19 is getting weaker,0
Fact Check: Did Scindia remove â€œBJPâ€ from his Twitter bio?,0
Fact Check: Army training video goes viral as Chinese forces torturing Indian soldiers,0
Fact Check: Did Muslim members in AYUSH ministry conspire against Baba Ramdev's Coronil?,0
Fact Check: Viral image of Indira Gandhi addressing soldiers is not from Galwan Valley,0
Fact Check: This Covid-19 prescription is not given by Delhiâ€™s Sir Ganga Ram Hospital,0
Fact Check: Netizens confuse Kyrgyz President for Chinese leader to hit out at PM Modi,0
Fact Check: Truth behind young girlâ€™s â€œdeath stareâ€ at policeman,0
Fact Check: Viral WHO warning of Nipah virus outbreak in India is two years old,0
Fact Check: Pic of jawans resting passed off as Indian soldiers martyred in Ladakh,0
Fact Check: Picture from Venezuela passed off as â€œatrocities on Muslims by Indian Armyâ€,0
Fact Check: Video of coronavirus patients outside hospital is not from India,0
Fact Check: Video of mob vandalising petrol pump has no link to recent oil price hike,0
Fact Check: Pic of MM Joshi offering sweets to PM Modi has no link to Ram temple,0
"Fact Check: No, Brahmins didn't cut off girl's tongue in UP to stop coronavirus",0
Fact Check: Who's this man wrapped in a Pakistani flag and standing on the Tricolour?,0
Fact Check: Old video of jawans injured in bus accident linked to Galwan valley clash,0
Fact check: This man is not the killer of pregnant elephant in Kerala,0
Fact Check: Old video from Kashmir linked to Indo-China flare-up in Ladakh,0
Fact Check: Mixing lemon and baking soda in tea won't kill coronavirus,0
Fact Check: Seven-month-old video goes viral linking it to cyclone Nisarga,0
Fact Check: Unrelated images go viral as scenes from 100-year-old Spanish flu pandemic,0
Fact Check: Has Bhutan deliberately blocked irrigation water to Indian farmers in Assam?,0
Fact Check: Truth behind pics showing Rahul Gandhi with Chinese envoys,0
Fact Check: Did Rahul Gandhi call Sushant Singh Rajput a cricketer in his condolence tweet?,0
"Fact Check: Mumbai doc, whose Covid tips are viral, has no link to Nanavati hospital",0
Fact Check: Disturbing image from Bangladesh used to mock Atmanirbhar Bharat,0
Fact Check: Netizens fall for satirical post of Chinese man thrashing Pakistani in Karachi,0
Fact Check: Bond girl in bikini passed off as Sonia Gandhi,0
"Fact Check: No, protesters didnâ€™t storm the White House against George Floydâ€™s death",0
Fact Check: US choppers over Arizona lake passed off as IAF Apaches over Pangong Tso,0
Fact Check: Bodies of Nigerian soldiers killed by Boko Haram passed off as Indian jawans martyred in Ladakh,0
Fact Check: Tracing the quarantine facility where people are grooving to â€˜Lungi Danceâ€™,0
"Fact Check: No, this is not George W Bushâ€™s daughter converting to Islam",0
"Fact Check: No, Facebook is not using posts made by users in lawsuits against them",0
Fact Check: Hold your beer! She's not Julia Roberts's daughter but a doppelganger,0
Fact Check: Image of Muslim youths studying Hindu holy books takes a communal turn,0
Fact Check: False claims of Rajiv Gandhi at Ram temple â€˜bhoomi pujanâ€™ go viral,0
Fact Check: Truth behind video of Africans performing 'sawan somvar' puja,0
Fact Check: Did Pakistan govt ban Mahashivratri celebrations?,0
Fact Check: Truth behind video showing two men being thrashed in an office chamber,0
Fact Check: This girl with a beautiful voice is not related to Kishore Kumar,0
"Fact Check: No, Kashmir's Hilal Ahmad Rather didn't fly Rafale jet from France to India",0
Fact Check: It's too early to predict a bubonic plague epidemic,0
Fact Check: Truth behind Hindustan Murdabad slogans at a Congress event,0
Fact Check: Did Nostradamus predict the coronavirus pandemic in 16th century?,0
Fact Check: AIIMS did not issue this misleading statement on corona symptoms,0
Fact Check: Video of man being thrashed goes viral with communal spin,0
Fact Check: Did Kangana release Sridevi's autopsy report with sensational details?,0
"Fact Check: Did Ivanka cite Bihar girl who cycled 1,200 kms to hit out at critics?",0
Fact Check: Social media claims Kerala gold smuggling accused Swapna Suresh is a Muslim,0
Fact Check: Rumours of organ trade under the garb of Covid-19 go viral,0
Fact Check: Weaverâ€™s suicide wrongly linked to PM Modi and his constituency,0
Fact Check: Netizens fall for parody account of Macron congratulating India on Rafale,0
Fact Check: Have Budweiser employees been pissing in their beer tanks?,0
Fact Check: Chopper at Jordan underwater museum shared as IAF Apache below Pangong Tso,0
Fact Check: Why Atal Bihari Vajpayee arrived in Parliament on bullock cart,0
Fact Check: Murder caught on cam goes viral with communal spin,0
Fact Check: Unrelated images passed off as visuals from the horrific Assam floods,0
Fact Check: Old hoaxes about WhatsApp malware go viral again,0
Fact Check: Old video of military train linked to present Indo-China conflict,0
Fact Check: Is that an eagle clutching a shark in its claws?,0
Fact Check: Did this model make it to Guinness for her dark skin tone?,0
Fact Check: Little girl killed in Sri Lanka Easter bombings linked to Covid-19,0
Fact Check: Story of the eagle that â€˜refusesâ€™ to leave a Krishna temple,0
"Fact Check: This rickshaw-puller was a lockdown saviour, wasnâ€™t jailed for anti-CAA protests",0
Fact Check: Who's this man putting his foot on a Hindu idol?,0
Fact Check: These Ramayana stamps released by PM Modi are not related to bhoomi pujan,0
Fact Check: Truth behind â€˜bodies of Covid-19 patientsâ€™ being thrown in the Ganges,0
Fact Check: This bus accident involving Amarnath yatris is three years old,0
Fact Check: Was this huge protest in Nepal against Oli govtâ€™s pro-China stance?,0
Fact Check: The topper who walked out from a tale of twisted truth,0
Fact Check: Real story behind man chased by health workers in PPEs,0
Fact Check: Did Kerala gold smuggling case accused threaten to expose ministers?,0
Fact Check: Image of deceased man falsely linked to Covid-19 and Bihar BJP minister,0
Fact Check: Gujaratâ€™s Rani ki Vav shared as palace built by Chola emperor for wife,0
Fact Check: Tataâ€™s concept sedan drives misleading claims on social media,0
"Fact Check: IAF did not conduct airstrike in Nepal, nor was its jet shot down",0
Fact Check: Truth behind promotion of Muslim woman scientist in ISRO,0
Fact Check: Netizens fight over this stunning waterfall. Hereâ€™s the truth,0
